text,token,emoji,sentiment
Everything That Will Be Closed In #Lebanon🇱🇧 Starting Monday | #The961 #COVID19 #health #prevention  https://t.co/Y53ZFefLiS,everything that will be closed in #lebanon🇱🇧 starting monday | #the961 #covid19 #health #prevention  ,TRUE,Neutral
"Next two weeks crucial with regard to #coronavirus: #AsadUmar

#Covid19 #Covid19Pakistan

— #Zahoor for @Dawn_News… https://t.co/rIGjgjPhLb",next two weeks crucial with regard to #coronavirus: #asadumar  #covid19 #covid19pakistan  — #zahoor for @dawn_news… ,FALSE,Neutral
"It's almost close to five months and this trip was only suppose to be for three weeks... Corona Go, Go Corona! 🙏🧐… https://t.co/wjws8XEAiS","it's almost close to five months and this trip was only suppose to be for three weeks... corona go, go corona! 🙏🧐… ",TRUE,Neutral
"“It was by mixing the humanities writ large with practical, artisanal skills—and a society ready to use them—that F… https://t.co/Tn4JrteLqA","“it was by mixing the humanities writ large with practical, artisanal skills—and a society ready to use them—that f… ",FALSE,Positive
"HOW MANY MORE 
MR PRESIDENT ? 

#COVID19
#Lockdown
#JobsSaveLives

#Covid19Suicide  HOW MANY HAVE THERE BEEN ?… https://t.co/CZA5oONhpk",how many more  mr president ?   #covid19 #lockdown #jobssavelives  #covid19suicide  how many have there been ?… ,FALSE,Neutral
"One of the biggest indicators for complications from #Covid19 — even more than age — is #frailty, a general term us… https://t.co/7eBc76Xuv2","one of the biggest indicators for complications from #covid19 — even more than age — is #frailty, a general term us… ",FALSE,Neutral
"Proud to have been supporting the @NFCC_FireChiefs #ReadyWillingAble campaign throughout the pandemic, helping to k… https://t.co/TbL7qJPKfA","proud to have been supporting the @nfcc_firechiefs #readywillingable campaign throughout the pandemic, helping to k… ",FALSE,Positive
The FAA have released an Emergency Airworthiness Directive for the Boeing 737 on engine bleed air 5th stage check v… https://t.co/n3h74YJEqJ,the faa have released an emergency airworthiness directive for the boeing 737 on engine bleed air 5th stage check v… ,FALSE,Negative
"My situation during #Covid19
#ihaveajoke #IHaveAJokeOn https://t.co/eHeo2ofDk3",my situation during #covid19 #ihaveajoke #ihaveajokeon ,FALSE,Neutral
"High risk Starr County #Texas was a 'model for the country' in containing #COVID19 #SARSCoV2 via masks, stay-at-hom… https://t.co/h4ns75JUVj","high risk starr county #texas was a 'model for the country' in containing #covid19 #sarscov2 via masks, stay-at-hom… ",FALSE,Negative
"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/YkkBUIlXPG","help slow the spread of #covid19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… ",FALSE,Negative
"#PutinsOWNsTRUMP ditto for the countless #RussianRepublicans. #TrumpRussiaCollusion in plain sight ⬇️. Yes,… https://t.co/pbDgwBFmJo","#putinsownstrump ditto for the countless #russianrepublicans. #trumprussiacollusion in plain sight ⬇️. yes,… ",TRUE,Neutral
"Ex Barca player and current #AlSadd coach #Xavi has tested positive for #COVID19 

Get well soon Boss 🙏",ex barca player and current #alsadd coach #xavi has tested positive for #covid19   get well soon boss 🙏,TRUE,Positive
"We have updated the #COVID19
travel advice for Belgium 🇬🇧🇧🇪

Please note that we have included additional informati… https://t.co/AXjd3NnQEC",we have updated the #covid19 travel advice for belgium 🇬🇧🇧🇪  please note that we have included additional informati… ,TRUE,Positive
Need Plasma from O+ve #COVID19 recovered patient.,need plasma from o+ve #covid19 recovered patient.,FALSE,Neutral
Wearing a #mask TO COMBATE #COVID19  the RULES! https://t.co/QobWJcmvFV,wearing a #mask to combate #covid19  the rules! ,FALSE,Neutral
"Stay tuned to what is good in this world. During challenging times, we can get overly focused on what is not right,… https://t.co/pu961PQ3sh","stay tuned to what is good in this world. during challenging times, we can get overly focused on what is not right,… ",FALSE,Positive
Over 160 healthy babies born to Covid mothers in Bengaluru hospital #Bengaluruhospital #VaniVilasHospital… https://t.co/DbDKwq36LE,over 160 healthy babies born to covid mothers in bengaluru hospital #bengaluruhospital #vanivilashospital… ,FALSE,Positive
Debt Rattle July 25 2020 #Biden #Boeing #coronavirus #COVID19 #evictions #Fauci #FionaHill #Nevada #Oregon #Steele… https://t.co/rusqBq7TNW,debt rattle july 25 2020 #biden #boeing #coronavirus #covid19 #evictions #fauci #fionahill #nevada #oregon #steele… ,FALSE,Negative
"#Coronavirus in #Italy: There is a total of 35,097 confirmed deaths from #COVID19.","#coronavirus in #italy: there is a total of 35,097 confirmed deaths from #covid19.",FALSE,Neutral
"#Srinagar
Need #Blood Type :  O-positive
At : SKIMS Soura
Blood Component : Need Plasma from A+ve #COVID19 recovere… https://t.co/7Ii2xzh9So",#srinagar need #blood type :  o-positive at : skims soura blood component : need plasma from a+ve #covid19 recovere… ,FALSE,Neutral
"#COVID19 Impact On Indians

⛽Daily increase in fuel price

#आपदा_में_भाजपाई_अवसर https://t.co/d9RhdN1Xbt",#covid19 impact on indians  ⛽daily increase in fuel price  #आपदा_में_भाजपाई_अवसर ,TRUE,Positive
"I remember designing coronavirus vaccines with @AstraZeneca, maybe in the 1970s or early 80s. It's probable that th… https://t.co/eMbEqkZB6Q","i remember designing coronavirus vaccines with @astrazeneca, maybe in the 1970s or early 80s. it's probable that th… ",FALSE,Neutral
"O LORD, let every soul under the captivity of the devil be delivered right now (Isaiah 49:25). #awhileforum… https://t.co/VhaO9X58Dh","o lord, let every soul under the captivity of the devil be delivered right now (isaiah 49:25). #awhileforum… ",FALSE,Negative
Remember moments like this? What are we doing? #COVID19 #coronavirus #SaturdayThoughts https://t.co/Q9RoJ2Fw53,remember moments like this? what are we doing? #covid19 #coronavirus #saturdaythoughts ,FALSE,Positive
"#AnswerTo:

To anyone who has caught #COVID19, or knows someone who has, how bad are the #symptoms? 

by Kittie Ray… https://t.co/kZmh4O94SG","#answerto:  to anyone who has caught #covid19, or knows someone who has, how bad are the #symptoms?   by kittie ray… ",FALSE,Negative
"Corona cases worldwide reach 15,945,037 and fatalities surge to 642,000
https://t.co/haB5EKHo5L
#COVID19… https://t.co/5Q9NbpYgV8","corona cases worldwide reach 15,945,037 and fatalities surge to 642,000  #covid19… ",FALSE,Negative
"Covir is an innovative and profitable project. OCTOPUS BIOSAFETY IS A mobile, intelligent, fully autonomous and mod… https://t.co/nW7jjPJVLt","covir is an innovative and profitable project. octopus biosafety is a mobile, intelligent, fully autonomous and mod… ",FALSE,Positive
Indonesia #Covid19 Cases Daily Updates #coronavirus #corona #korona #news #covid_19 #covid19 #covıd19 #covid2019… https://t.co/I11VaOK0Ca,indonesia #covid19 cases daily updates #coronavirus #corona #korona #news #covid_19 #covid19 #covıd19 #covid2019… ,FALSE,Neutral
"Is being a vegan/vegetarian good for the planet? 🌱🌎 - Link In Bio

 #vegan #vegetarian #plantbased #plantlife… https://t.co/wAJu7hYx0h",is being a vegan/vegetarian good for the planet? 🌱🌎 - link in bio   #vegan #vegetarian #plantbased #plantlife… ,TRUE,Positive
A decision on #NHS pay should leave no one behind. That's why I signed @EveryDoctorUK's letter to the Prime Ministe… https://t.co/h6lrlZGzxJ,a decision on #nhs pay should leave no one behind. that's why i signed @everydoctoruk's letter to the prime ministe… ,FALSE,Negative
"@RHolcombeVT 

With #covid19 there is such a difficult lag between events  data collection and our human emotions a… https://t.co/PtnOitNwKY",@rholcombevt   with #covid19 there is such a difficult lag between events  data collection and our human emotions a… ,FALSE,Negative
The new normal #socialdistancing #covid19 #Milan https://t.co/EcVwZwf6BU,the new normal #socialdistancing #covid19 #milan ,FALSE,Neutral
"So, just wanna throw it out there that I started working on a COVID counter for stores/supermarkets alike to be abl… https://t.co/uWiFSZT5Dd","so, just wanna throw it out there that i started working on a covid counter for stores/supermarkets alike to be abl… ",FALSE,Neutral
"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/SI2A5lDa5i","help slow the spread of #covid19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… ",FALSE,Negative
"@stavvers @LaraCrabb The so called #2ndWave, is inevitable.  Personally, I'm still waiting to see a glimpse of the… https://t.co/jzu2Rf3qFZ","@stavvers @laracrabb the so called #2ndwave, is inevitable.  personally, i'm still waiting to see a glimpse of the… ",FALSE,Neutral
"#UttarPradesh | In letter to CM Yogi Adityanath, Congress leader Priyanka Gandhi Vadra says amid 'explosive' rise i… https://t.co/uWsOVAVC52","#uttarpradesh | in letter to cm yogi adityanath, congress leader priyanka gandhi vadra says amid 'explosive' rise i… ",FALSE,Neutral
@stoolpresidente @realDonaldTrump He's desperate for any press that doesn't reveal the truth about his flagrant inc… https://t.co/ewn0gKpqTE,@stoolpresidente @realdonaldtrump he's desperate for any press that doesn't reveal the truth about his flagrant inc… ,FALSE,Negative
It took 4 million #Covid19 cases for @realDonaldTrump to just pretend he is pivoting and give us more lip service.… https://t.co/qzYfjCq5JZ,it took 4 million #covid19 cases for @realdonaldtrump to just pretend he is pivoting and give us more lip service.… ,FALSE,Negative
"Speaking of education. I will rather financial education
Speaking of a good teacher, I will rather say, experience… https://t.co/7zuVXUwGkI","speaking of education. i will rather financial education speaking of a good teacher, i will rather say, experience… ",FALSE,Positive
Rises in retail sales and business activity boost Covid-19 recovery hopes via ⁦@guardian⁩ #economy #recovery… https://t.co/g3AoJ067fn,rises in retail sales and business activity boost covid-19 recovery hopes via ⁦@guardian⁩ #economy #recovery… ,FALSE,Positive
@InfiniteSmile1 I am left wondering if this is part of the #Covid19 vaccination plan.,@infinitesmile1 i am left wondering if this is part of the #covid19 vaccination plan.,FALSE,Neutral
A peek behind the scenes to see some preparations we had to do to show we're #Covid-safe: fit-testing the #masks. C… https://t.co/qoUHeqFAkj,a peek behind the scenes to see some preparations we had to do to show we're #covid-safe: fit-testing the #masks. c… ,FALSE,Neutral
"#Doctor Dies of #COVID19 After 3 Private Hospitals Refuse Admission – Relatives Narrate #Shocking story!

https://t.co/VpYUqYO1ZZ",#doctor dies of #covid19 after 3 private hospitals refuse admission – relatives narrate #shocking story!  ,FALSE,Negative
"Are we at the brink of a civil war with #Trump, #COVID19, the #PortlandProtest, and people not following the simple… https://t.co/jTdyypENyI","are we at the brink of a civil war with #trump, #covid19, the #portlandprotest, and people not following the simple… ",FALSE,Negative
"So we gotto wear a face mask four months into the pandemic, is that just me or is that like saying you gotto wear a… https://t.co/8Wo3QGKeSK","so we gotto wear a face mask four months into the pandemic, is that just me or is that like saying you gotto wear a… ",FALSE,Positive
"#IndiaFightsCorona:

📍Can shoes spread #COVID19 virus❓❓❓

↗️ The likelihood of #COVID19 being spread on shoes and i… https://t.co/wRFuyhKdEp",#indiafightscorona:  📍can shoes spread #covid19 virus❓❓❓  ↗️ the likelihood of #covid19 being spread on shoes and i… ,TRUE,Neutral
#Sandwell councillors apologise for breaching #COVID19 rules after appearing on group photo. Some people honestly!… https://t.co/khvOJqZCsB,#sandwell councillors apologise for breaching #covid19 rules after appearing on group photo. some people honestly!… ,FALSE,Positive
"Thanks to #Roche Pakistan for providing free of cost testing kits for COVID-19

#corona #covid19 #Support #help… https://t.co/XtGUtp7q8k",thanks to #roche pakistan for providing free of cost testing kits for covid-19  #corona #covid19 #support #help… ,FALSE,Positive
"Interesting development. 
#access2meds

#China said that its #COVID19 vaccine candidate will be a public benefit of… https://t.co/Qthe2hIk0Q",interesting development.  #access2meds  #china said that its #covid19 vaccine candidate will be a public benefit of… ,FALSE,Positive
"Read this Journal for Clinical Studies article for recent guidance, operational processes &amp; best practices designed… https://t.co/50KvA3iiKU","read this journal for clinical studies article for recent guidance, operational processes &amp; best practices designed… ",FALSE,Positive
@KeishaBottoms please add the below ⬇️ to your defense against @BrianKempGA who would rather roll over for the tRUM… https://t.co/WfsfIx6gT0,@keishabottoms please add the below ⬇️ to your defense against @briankempga who would rather roll over for the trum… ,TRUE,Positive
#Iran's Health Ministry spokeswoman Sima Sadat Lari said on Saturday that some 195 more Iranians have died from… https://t.co/7Lv6Au5y6l,#iran's health ministry spokeswoman sima sadat lari said on saturday that some 195 more iranians have died from… ,FALSE,Negative
"#Delhi
Need #Blood Type :  AB-positive
At : Apollo Sarita Vihar 
Blood Component : Need Plasma from AB+ve #COVID19… https://t.co/TWfNu4FgSr",#delhi need #blood type :  ab-positive at : apollo sarita vihar  blood component : need plasma from ab+ve #covid19… ,FALSE,Neutral
@drdavidsamadi Could you please explain to @NYGovCuomo that #COVID19 can't tell the difference between chicken wings and a chicken breast?,@drdavidsamadi could you please explain to @nygovcuomo that #covid19 can't tell the difference between chicken wings and a chicken breast?,FALSE,Positive
"Your health is our goal. 
Book your teleconsultation today...Call 
070 2689 2368 or 080 8209 4409 or email: livemor… https://t.co/zwWg5sZsPn",your health is our goal.  book your teleconsultation today...call  070 2689 2368 or 080 8209 4409 or email: livemor… ,FALSE,Neutral
See the latest #covid19 #coronavirus figures in the Chipping Campden area here https://t.co/y9cNxlyBb6 - we are ple… https://t.co/RYxftfZyRh,see the latest #covid19 #coronavirus figures in the chipping campden area here  - we are ple… ,FALSE,Neutral
@realDonaldTrump So trump and his team of lowlifes are sending in DHS thugs to American cities to cause unrest beca… https://t.co/T047JRo305,@realdonaldtrump so trump and his team of lowlifes are sending in dhs thugs to american cities to cause unrest beca… ,FALSE,Negative
"#obesity #COVID19 

I read somewhere the virus lives on 'fat' in our bodies

Therefore it is a parasite type organi… https://t.co/ruM0AHMdtO",#obesity #covid19   i read somewhere the virus lives on 'fat' in our bodies  therefore it is a parasite type organi… ,FALSE,Neutral
"Numbers bragging:
13... I'm thee worst number☠
666... na, I'm worst of the worst😈
#2020 ... hold my beer🍺 Oh that's… https://t.co/ASKNwTEKCP","numbers bragging: 13... i'm thee worst number☠ 666... na, i'm worst of the worst😈 #2020 ... hold my beer🍺 oh that's… ",TRUE,Negative
"@JenniferMarguli How many of those deaths are truly #covid19, funny how the TB deaths are not being reported Global… https://t.co/5hIxuKzTFp","@jennifermarguli how many of those deaths are truly #covid19, funny how the tb deaths are not being reported global… ",FALSE,Positive
Our economy stands NO chance of recovery until normality is restored. Forcing #masks on us just feeds the paranoia.… https://t.co/WirM5iKGMX,our economy stands no chance of recovery until normality is restored. forcing #masks on us just feeds the paranoia.… ,FALSE,Negative
"#stuckaddiction #brokenaddiction are the indicators of a global pandemic in which #COVID19 is a lesser symptom.

.… https://t.co/m0oWpjtY1H",#stuckaddiction #brokenaddiction are the indicators of a global pandemic in which #covid19 is a lesser symptom.  .… ,FALSE,Neutral
‘Our pandemic death rate is notably lower than England’s. But it’s hard not to look to our safer-still nearest neig… https://t.co/7uaZNEvbyb,‘our pandemic death rate is notably lower than england’s. but it’s hard not to look to our safer-still nearest neig… ,FALSE,Negative
"Another Day, Another Record.

290,000 new #COVID19 Cases yesterday. #USA🇺🇸, #Brazil🇧🇷, #India🇮🇳, #Mexico🇲🇽,… https://t.co/h2CzkXCQvZ","another day, another record.  290,000 new #covid19 cases yesterday. #usa🇺🇸, #brazil🇧🇷, #india🇮🇳, #mexico🇲🇽,… ",TRUE,Neutral
"Unfortunately this years #AnneWilliamsGolfDay has had to be cancelled due to #COVID19 

The letter below is from… https://t.co/iaQPbtGOqa",unfortunately this years #annewilliamsgolfday has had to be cancelled due to #covid19   the letter below is from… ,FALSE,Negative
"COVID-19 in Malaysia : Numbers at a Glance as of 25th July 2020, 12 pm

#COVID19
#KitaTeguhKitaMenang
#sihatmilikku… https://t.co/u4Q4nbSZum","covid-19 in malaysia : numbers at a glance as of 25th july 2020, 12 pm  #covid19 #kitateguhkitamenang #sihatmilikku… ",FALSE,Neutral
"Five months ago, when Italy was among the first countries to live the horrors of #COVID19, I witnessed all sorts of… https://t.co/xGzXsPJcrU","five months ago, when italy was among the first countries to live the horrors of #covid19, i witnessed all sorts of… ",FALSE,Negative
Is your concern for #COVID19 still as much as it was in March?,is your concern for #covid19 still as much as it was in march?,FALSE,Neutral
OPL Academy would like to invite you to enrol for the E-Tradesman #Empowerment Program happening in August and orga… https://t.co/JsrimSQWgk,opl academy would like to invite you to enrol for the e-tradesman #empowerment program happening in august and orga… ,FALSE,Positive
No one feels good about the situation. But there is no denying the selfishness of the act. She could have killed so… https://t.co/GOguWULjZq,no one feels good about the situation. but there is no denying the selfishness of the act. she could have killed so… ,FALSE,Negative
"Coronavirus Outbreak: Live Updates and News for July 25, 2020 - Bloomberg #covid19 “Germany advises that returning… https://t.co/wkftr5Mqdq","coronavirus outbreak: live updates and news for july 25, 2020 - bloomberg #covid19 “germany advises that returning… ",FALSE,Neutral
"PTI_News: In letter to UP CM Yogi Adityanath, Congress leader Priyanka Gandhi Vadra says amid 'explosive' rise in… https://t.co/40VFVNyIU4","pti_news: in letter to up cm yogi adityanath, congress leader priyanka gandhi vadra says amid 'explosive' rise in… ",FALSE,Neutral
"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/PJnlvMvghp","help slow the spread of #covid19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… ",FALSE,Negative
"Covid-19: Not Just A Lung Disease via @forbes https://t.co/U0NFLoguDu 
Helen AlbertContributor
#Healthcare #covid19 #Forbes",covid-19: not just a lung disease via @forbes   helen albertcontributor #healthcare #covid19 #forbes,FALSE,Neutral
"If you have a fever, cough and difficulty breathing, seek medical attention #COVID19","if you have a fever, cough and difficulty breathing, seek medical attention #covid19",FALSE,Negative
FIRS actually wrote that the new emphasis on stamp duty is to generate revenue to cover up for the declining oil re… https://t.co/8Gy5MMLAL2,firs actually wrote that the new emphasis on stamp duty is to generate revenue to cover up for the declining oil re… ,FALSE,Neutral
"Don’t forget to include others in your joy. Share your moments with friends and family, from afar, and maintain soc… https://t.co/INBomdtdFe","don’t forget to include others in your joy. share your moments with friends and family, from afar, and maintain soc… ",FALSE,Negative
"L E A D E R S  R A I S E D 🎉🎊🧚🏻‍♀️

Celebrating our “Class of 2020” in grand style and in compliance to #Covid19 sa… https://t.co/SB7cngFHjQ",l e a d e r  r a i e d 🎉🎊🧚🏻‍♀️  celebrating our “class of 2020” in grand style and in compliance to #covid19 sa… ,TRUE,Positive
"@realDonaldTrump How to person woman man camera tv 

https://t.co/g8WZgWzy9M

#COVID19 #COVIDIDIOTS #TrumpVirus… https://t.co/5hlmk6Ej3Q",@realdonaldtrump how to person woman man camera tv     #covid19 #covididiots #trumpvirus… ,FALSE,Neutral
"Singer Eddy Kenzo is in the country.
The ‘Tweyagale’ singer landed at Entebbe Airport with several other Ugandans w… https://t.co/fwFLWyxBGM",singer eddy kenzo is in the country. the ‘tweyagale’ singer landed at entebbe airport with several other ugandans w… ,FALSE,Neutral
WOW! Dubai has been awarded a global safety and hygiene stamp by the World Travel &amp; Tourism Council! No worries if… https://t.co/8byhOwtbLA,wow! dubai has been awarded a global safety and hygiene stamp by the world travel &amp; tourism council! no worries if… ,FALSE,Negative
Scammers pose as contact tracers | #coronavirus | #scams | #covid19 https://t.co/Rm5i4f1HsX,scammers pose as contact tracers | #coronavirus | #scams | #covid19 ,FALSE,Neutral
Sample collected from deceased ASI for #COVID19 testing has come out positive; on reports of his body lying unatten… https://t.co/9TeIp7yx7M,sample collected from deceased asi for #covid19 testing has come out positive; on reports of his body lying unatten… ,FALSE,Negative
"Bridal company in western Japan providing free venues, outfits and planning support to couples whose wedding ceremo… https://t.co/8iuNawd6KL","bridal company in western japan providing free venues, outfits and planning support to couples whose wedding ceremo… ",FALSE,Positive
Only one more week until #COVID19 is fully gone and it's perfectly safe for this security guard to fully rejoin soc… https://t.co/ZDiQn6uXMx,only one more week until #covid19 is fully gone and it's perfectly safe for this security guard to fully rejoin soc… ,FALSE,Positive
❤💛💚💙💜💔🙀 There is so much more involved in reopening schools than is talked about. Read the thread and the responses… https://t.co/JCEqGfphNP,❤💛💚💙💜💔🙀 there is so much more involved in reopening schools than is talked about. read the thread and the responses… ,TRUE,Neutral
"Calling all medical students!
We had really high levels of interest in our paediatric project so we have another on… https://t.co/ZWTgSw0eyR",calling all medical students! we had really high levels of interest in our paediatric project so we have another on… ,FALSE,Positive
"COVID-19: Malaysia’s lab testing capacity increases to 37,000 cases daily - Dr Adham 

@DrAdhamBaba  #COVID19… https://t.co/2FAw5e6mqg","covid-19: malaysia’s lab testing capacity increases to 37,000 cases daily - dr adham   @dradhambaba  #covid19… ",FALSE,Neutral
It's Saturday once again. Share the happy moment with loved ones. Have a blissful weekend. #COVID19… https://t.co/O5l2RaB658,it's saturday once again. share the happy moment with loved ones. have a blissful weekend. #covid19… ,FALSE,Positive
"The difference b/w Oz &amp; NZ = #MurdochMafia
#COVID19vic #covid19nz #covid19 #auspol #springst https://t.co/BsLvKMxYQA",the difference b/w oz &amp; nz = #murdochmafia #covid19vic #covid19nz #covid19 #auspol #springst ,FALSE,Neutral
"Enough is Enough...I follow and you don't follow back when you are not Davido

#bbnaijalockdown2020 
#bbnaija2020… https://t.co/FUc3qavZuU",enough is enough...i follow and you don't follow back when you are not davido  #bbnaijalockdown2020  #bbnaija2020… ,FALSE,Neutral
"This, from Time Magazine, is absolutely damning of Boris Johnson's handling of #COVID19. Why do I have to get this… https://t.co/elaNEV5PDj","this, from time magazine, is absolutely damning of boris johnson's handling of #covid19. why do i have to get this… ",FALSE,Negative
"#Bollywood actress @Asli_Jacqueline talks about her journey in the entertainment industry, life during #Covid19 and… https://t.co/GQ5rKosYM0","#bollywood actress @asli_jacqueline talks about her journey in the entertainment industry, life during #covid19 and… ",FALSE,Positive
5 Days left to book your share of care in #ShifaFoundation's online qurbani campaign. Visit and donate to help the… https://t.co/2gW65DzA5f,5 days left to book your share of care in #shifafoundation's online qurbani campaign. visit and donate to help the… ,FALSE,Positive
"Concerns arise as some receive positive covid-19 results but never got tested #coronavirus #COVID19
https://t.co/jyRFe2BRyg",concerns arise as some receive positive covid-19 results but never got tested #coronavirus #covid19 ,FALSE,Positive
"Today did My 4th time  #COVID19 test and by the Grace of Almighty ALLAH my results came Negative

#STAYHOME &amp;… https://t.co/xrgJ5PLKVN",today did my 4th time  #covid19 test and by the grace of almighty allah my results came negative  #stayhome &amp;… ,FALSE,Negative
Eilish McColgan releases exercise videos for primary children https://t.co/OslRureh4h #coronavirus #covid19,eilish mccolgan releases exercise videos for primary children  #coronavirus #covid19,FALSE,Neutral
"DUSK Weekly Goals!

#kuwait 
#kuwaitmoms 
#COVID19 
#kuwaitschool 
#schoolsinkuwait 
#americanschool https://t.co/fdmgjx0vTm",dusk weekly goals!  #kuwait  #kuwaitmoms  #covid19  #kuwaitschool  #schoolsinkuwait  #americanschool ,FALSE,Neutral
"14 new cases and 1 new death in Slovenia 

[10:54 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",14 new cases and 1 new death in slovenia   [10:54 gmt] #coronavirus #coronavirusupdate #covid19 #coronaviruspandemic,FALSE,Negative
"Elon Musk is the biggest welfare sponger in the #US getting $4,900,000,000 in government subsidies or handouts for… https://t.co/2NN34ANmiH","elon musk is the biggest welfare sponger in the #us getting $4,900,000,000 in government subsidies or handouts for… ",FALSE,Neutral
"#COVID19 Impact On Indians
👷🏽‍♂️Millions lost job
🚶Migrants walked KMs to reach 
#आपदा_में_भाजपाई_अवसर https://t.co/WiqUlEFOVr",#covid19 impact on indians 👷🏽‍♂️millions lost job 🚶migrants walked kms to reach  #आपदा_में_भाजपाई_अवसर ,TRUE,Negative
"This #Becky thought that #COVID19 was like the flu and she learned the hard way. I don’t feel bad for her

Check ou… https://t.co/Rb0NjmpbEb",this #becky thought that #covid19 was like the flu and she learned the hard way. i don’t feel bad for her  check ou… ,FALSE,Negative
"STAY STRONG AND CONFIDENT !

#COVIDー19 #Covid_19 #COVID19 #COVID__19 #SARSCoV2 #SARS_CoV_2 #CoronaVirusDE… https://t.co/W9EDKIfTrb",stay strong and confident !  #covidー19 #covid_19 #covid19 #covid__19 #sarscov2 #sars_cov_2 #coronavirusde… ,FALSE,Positive
Read it to understand how even in #COVID19 pandemic LG Raj admin leaves no stone unturned to persecute Hurriyat lea… https://t.co/Op3e3wFnRC,read it to understand how even in #covid19 pandemic lg raj admin leaves no stone unturned to persecute hurriyat lea… ,FALSE,Negative
How things have changed... #COVID19 😷 https://t.co/lvB5SsbbEj,how things have changed... #covid19 😷 ,TRUE,Neutral
No new #COVID19 case reported in 0 (out of 35 where #COVID_19 was detected) states/UT in last 48 hours. Info from: Government of India.,no new #covid19 case reported in 0 (out of 35 where #covid_19 was detected) states/ut in last 48 hours. info from: government of india.,FALSE,Negative
"In his latest Op-Ed in @ipsnews, @CGIAR Executive Director, @elwyngj, explains that research provides the bricks an… https://t.co/rBx7XoqpJL","in his latest op-ed in @ipsnews, @cgiar executive director, @elwyngj, explains that research provides the bricks an… ",FALSE,Neutral
"*🖋WRITE YOUR STORY NOW. TAKE A BOLD STEP🐾 AND CHANGE YOUR STATUS TODAY...*

*DON'T DELIBERATE ON IT FOR TOO LONG, I… https://t.co/KTKOK4AkhR","*🖋write your story now. take a bold step🐾 and change your status today...*  *don't deliberate on it for too long, i… ",TRUE,Positive
#xavi has tested positive for #Covid19 GetwellSoonMaestro..🖤 https://t.co/r2XgLehvpG,#xavi has tested positive for #covid19 getwellsoonmaestro..🖤 ,TRUE,Positive
Best lockdown moment 6 months baby Ezra planking with sunshine the cat as the making sure that we keep the right te… https://t.co/rwEDB4w6VN,best lockdown moment 6 months baby ezra planking with sunshine the cat as the making sure that we keep the right te… ,FALSE,Positive
The economic and social impacts of #COVID19 fall harder on women than men. Join in to see @Jhpiego India's program… https://t.co/IfajqPUecW,the economic and social impacts of #covid19 fall harder on women than men. join in to see @jhpiego india's program… ,FALSE,Positive
"""Balancing the Risks of Pupils Returning to Schools"". By the @royalsociety's DELVE - Data Evaluation and Learning f… https://t.co/89eUYMqHWq","""balancing the risks of pupils returning to schools"". by the @royalsociety's delve - data evaluation and learning f… ",FALSE,Negative
@jennfranconews What is wrong with these churches?  Do they want to kill their congregation abd theur families and… https://t.co/cLMBkD5IAO,@jennfranconews what is wrong with these churches?  do they want to kill their congregation abd theur families and… ,FALSE,Negative
"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/TnMfpvSxry","help slow the spread of #covid19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… ",FALSE,Negative
"What has a knee op to do with #COVID19? 🤔
#facemasks https://t.co/ZgPVXA02kv",what has a knee op to do with #covid19? 🤔 #facemasks ,TRUE,Neutral
What has #dangerousDonalddump done for the middle class and poor lately.? He's only concerned about the  rich.… https://t.co/rTopMYNWJO,what has #dangerousdonalddump done for the middle class and poor lately.? he's only concerned about the  rich.… ,FALSE,Negative
"Well I mean do they want you to wear masks there? I don’t know.
#COVID #COVID19 #COVIDー19 #Coronavirus #Corona  https://t.co/i60wWZb5jn",well i mean do they want you to wear masks there? i don’t know. #covid #covid19 #covidー19 #coronavirus #corona  ,FALSE,Positive
"The elephant 🐘 in the room , in our battle against #COVID19 is #inflammation! Not obesity ! @NutritionalThe3… https://t.co/WGzYiubHUX","the elephant 🐘 in the room , in our battle against #covid19 is #inflammation! not obesity ! @nutritionalthe3… ",TRUE,Negative
@sxywu @SCMPgraphics @SCMPNews @NYT @SCMPNews &amp; @SCMPgraphics Maps: They use ultra-readable #abstractions of maps t… https://t.co/7hK26vy8Lj,@sxywu @scmpgraphics @scmpnews @nyt @scmpnews &amp; @scmpgraphics maps: they use ultra-readable #abstractions of maps t… ,FALSE,Neutral
"Saddened to hear the news of a good person in my village lost his life battling corona this morning. 
This #COVID19… https://t.co/pMMEYMiIhU",saddened to hear the news of a good person in my village lost his life battling corona this morning.  this #covid19… ,FALSE,Negative
"Arunachal's #COVID19 tally crosses 1,000-mark with 65 fresh cases 

https://t.co/86RhGISjYO https://t.co/u3UjC6VlDM","arunachal's #covid19 tally crosses 1,000-mark with 65 fresh cases    ",FALSE,Positive
